Último Dia Com,Papel,Descrição/Emissor,Tipo,Tipo do Provento,Valor Provento,Último Preço Com,Provento Por,Data de Pagamento
05/07/2026,ODER3,ODERICH,ON,DIVIDENDO,0.02384860,,1,05/29/2026
05/07/2026,ODER4,ODERICH,PN,DIVIDENDO,0.00238486,120.00,1,05/29/2026
05/07/2026,ODER4,ODERICH,PN,DIVIDENDO,0.02384860,120.00,1,05/29/2026
05/07/2026,RANI3,IRANI,ON,DIVIDENDO,0.02243106,7.87,1,05/20/2026
05/06/2026,DOHL3,DOHLER,ON,DIVIDENDO,0.03300000,6.51,1,05/27/2026
05/06/2026,DOHL4,DOHLER,PN,DIVIDENDO,0.03630000,3.71,1,05/27/2026
05/05/2026,BPAR3,BANPARA,ON,DIVIDENDO,3.61450900,250.00,1,05/21/2026
05/05/2026,LTEL3B,LITEL,ON,DIVIDENDO,0.35787454,,1,05/06/2026
05/05/2026,LTEL3B,LITEL,ON,JRS CAP PRÓPRIO,0.28770915,,1,05/06/2026
05/05/2026,LTLA3B,LITELA,ON,REST CAP DIN,0.27451142,,1,05/06/2026
05/04/2026,BRSR3,BANRISUL,ON,DIVIDENDO,0.07085547,17.93,1,05/18/2026
05/04/2026,BRSR5,BANRISUL,PNA,DIVIDENDO,0.08527644,17.32,1,05/18/2026
05/04/2026,BRSR6,BANRISUL,PNB,DIVIDENDO,0.07085547,15.36,1,05/18/2026
05/04/2026,EGIE3,ENGIE BRASIL,ON,DIVIDENDO,0.48828976,35.15,1,05/20/2026
05/04/2026,ESPA3,ESPACOLASER,ON,DIVIDENDO,0.00062213,1.04,1,12/31/2026
05/04/2026,JOPA3,JOSAPAR,ON,DIVIDENDO,0.31944440,17.58,1,12/31/2026
05/04/2026,JOPA4,JOSAPAR,PN,DIVIDENDO,0.35138884,17.00,1,12/31/2026
05/04/2026,PASS3,COMPASS,ON,DIVIDENDO,0.56783617,,1,12/31/2026
05/04/2026,BBDC3,BRADESCO,ON,JRS CAP PRÓPRIO,0.01724983,16.37,1,06/01/2026
05/04/2026,BBDC4,BRADESCO,PN,JRS CAP PRÓPRIO,0.01897481,18.91,1,06/01/2026
05/04/2026,BEES3,BANESTES,ON,JRS CAP PRÓPRIO,0.02877664,8.99,1,06/01/2026
05/04/2026,BEES4,BANESTES,PN,JRS CAP PRÓPRIO,0.02877664,9.00,1,06/01/2026
04/30/2026,BALM3,BAUMER,ON,DIVIDENDO,0.82000000,26.00,1,12/30/2026
04/30/2026,BALM4,BAUMER,PN,DIVIDENDO,0.82000000,19.79,1,12/30/2026
04/30/2026,BMKS3,BIC MONARK,ON,DIVIDENDO,10.05814846,397.50,1,06/29/2026
04/30/2026,CEBR3,CEB,ON,DIVIDENDO,0.60937904,32.55,1,05/08/2026
04/30/2026,CEBR5,CEB,PNA,DIVIDENDO,0.60937904,29.00,1,05/08/2026
04/30/2026,CEBR6,CEB,PNB,DIVIDENDO,0.67031695,32.39,1,05/08/2026
04/30/2026,CLSC3,CELESC,ON,DIVIDENDO,0.63321677,132.38,1,06/30/2026
04/30/2026,CLSC3,CELESC,ON,DIVIDENDO,0.63321677,132.38,1,12/30/2026
04/30/2026,CLSC4,CELESC,PN,DIVIDENDO,0.69653845,153.49,1,12/30/2026
04/30/2026,CLSC4,CELESC,PN,DIVIDENDO,0.69653845,153.49,1,06/30/2026
04/30/2026,CMIG3,CEMIG,ON,DIVIDENDO,0.11817794,16.81,1,12/30/2026
04/30/2026,CMIG3,CEMIG,ON,DIVIDENDO,0.11817794,16.81,1,06/30/2026
04/30/2026,CMIG4,CEMIG,PN,DIVIDENDO,0.11817794,12.54,1,12/30/2026
04/30/2026,CMIG4,CEMIG,PN,DIVIDENDO,0.11817794,12.54,1,06/30/2026
04/30/2026,CXSE3,CAIXA SEGURI,ON,DIVIDENDO,0.33000000,18.09,1,05/15/2026
04/30/2026,FIGE3,INVEST BEMGE,ON,DIVIDENDO,0.05756005,33.00,1,12/31/2026
04/30/2026,FIGE4,INVEST BEMGE,PN,DIVIDENDO,0.06331605,30.00,1,12/31/2026
04/30/2026,GEPA3,GER PARANAP,ON,DIVIDENDO,0.24085316,38.00,1,12/31/2026
04/30/2026,GEPA4,GER PARANAP,PN,DIVIDENDO,0.24085316,39.91,1,12/31/2026
04/30/2026,LPSB3,LOPES BRASIL,ON,DIVIDENDO,0.07645628,1.91,1,12/31/9999
04/30/2026,MRSA3B,MRS LOGIST,ON,DIVIDENDO,1.04609408,41.79,1,12/31/9999
04/30/2026,MRSA5B,MRS LOGIST,PNA,DIVIDENDO,1.15070349,38.00,1,12/31/9999
04/30/2026,MRSA6B,MRS LOGIST,PNB,DIVIDENDO,1.15070349,36.50,1,12/31/9999
04/30/2026,SOND3,SONDOTECNICA,ON,DIVIDENDO,6.39832699,38.66,1,05/14/2026
04/30/2026,SOND5,SONDOTECNICA,PNA,DIVIDENDO,7.03815969,71.00,1,05/14/2026
04/30/2026,SOND6,SONDOTECNICA,PNB,DIVIDENDO,7.03815969,76.00,1,05/14/2026
04/30/2026,TFCO4,TRACK FIELD,PN,DIVIDENDO,0.01011587,15.35,1,05/29/2026
04/30/2026,VTRU3,VITRUEDUCA,ON,DIVIDENDO,0.02511702,13.60,1,06/18/2026
04/30/2026,IRBR3,IRBBRASIL RE,ON,JRS CAP PRÓPRIO,0.32010663,53.50,1,05/29/2026
04/30/2026,ITUB3,ITAUUNIBANCO,ON,JRS CAP PRÓPRIO,0.01818200,43.55,1,06/01/2026
04/30/2026,ITUB4,ITAUUNIBANCO,PN,JRS CAP PRÓPRIO,0.01818200,43.19,1,06/01/2026
04/29/2026,CBAV3,CBA,ON,DIVIDENDO,0.04415329,10.58,1,05/13/2026
04/29/2026,CEGR3,CEG,ON,DIVIDENDO,0.22119406,32.91,1,12/15/2026
04/29/2026,COCE3,COELCE,ON,DIVIDENDO,0.23918873,38.00,1,12/31/2026
04/29/2026,COCE5,COELCE,PNA,DIVIDENDO,1.48326563,34.83,1,12/31/2026
04/29/2026,COCE6,COELCE,PNB,DIVIDENDO,2.47210939,,1,12/31/2026
04/29/2026,CPFE3,CPFL ENERGIA,ON,DIVIDENDO,3.73153620,50.61,1,12/31/2026
04/29/2026,DESK3,DESKTOP,ON,DIVIDENDO,0.04393063,18.22,1,12/30/2026
04/29/2026,EALT3,ACO ALTONA,ON,DIVIDENDO,0.05640379,13.62,1,10/30/2026
04/29/2026,EALT3,ACO ALTONA,ON,DIVIDENDO,0.05640379,13.62,1,08/28/2026
04/29/2026,EALT3,ACO ALTONA,ON,DIVIDENDO,0.07646688,13.62,1,06/12/2026
04/29/2026,EALT4,ACO ALTONA,PN,DIVIDENDO,0.08411357,13.27,1,06/12/2026
04/29/2026,EALT4,ACO ALTONA,PN,DIVIDENDO,0.06204416,13.27,1,08/28/2026
04/29/2026,EALT4,ACO ALTONA,PN,DIVIDENDO,0.06204416,13.27,1,10/30/2026
04/29/2026,EQPA3,EQTL PARA,ON,DIVIDENDO,0.13455943,7.24,1,12/30/2026
04/29/2026,EQPA5,EQTL PARA,PNA,DIVIDENDO,0.13455943,15.00,1,12/30/2026
04/29/2026,EQPA6,EQTL PARA,PNB,DIVIDENDO,0.13455943,6.60,1,12/30/2026
04/29/2026,EQPA7,EQTL PARA,PNC,DIVIDENDO,0.13455943,10.00,1,12/30/2026
04/29/2026,JHSF3,JHSF PART,ON,DIVIDENDO,0.06915634,12.75,1,05/11/2026
04/29/2026,LEVE3,METAL LEVE,ON,DIVIDENDO,1.78290401,35.03,1,05/27/2026
04/29/2026,LEVE3,METAL LEVE,ON,DIVIDENDO,0.25336381,35.03,1,05/27/2026
04/29/2026,LUXM3,TREVISA,ON,DIVIDENDO,0.12442000,,1,12/31/2026
04/29/2026,LUXM4,TREVISA,PN,DIVIDENDO,0.13686000,3.92,1,12/31/2026
04/29/2026,MELK3,MELNICK,ON,DIVIDENDO,0.10037312,3.38,1,12/31/2026
04/29/2026,PPAR3,POLPAR,ON,DIVIDENDO,3.99883050,,1,05/11/2026
04/29/2026,SUZB3,SUZANO S.A.,ON,DIVIDENDO,0.00455231,44.82,1,12/31/2026
04/29/2026,TAEE3,TAESA,ON,DIVIDENDO,0.25179138,14.03,1,05/27/2026
04/29/2026,TAEE3,TAESA,ON,DIVIDENDO,0.05116205,14.03,1,05/27/2026
04/29/2026,TAEE4,TAESA,PN,DIVIDENDO,0.25179138,14.30,1,05/27/2026
04/29/2026,TAEE4,TAESA,PN,DIVIDENDO,0.05116205,14.30,1,05/27/2026
04/29/2026,TASA3,TAURUS ARMAS,ON,DIVIDENDO,0.00311021,5.02,1,06/15/2026
04/29/2026,TASA4,TAURUS ARMAS,PN,DIVIDENDO,0.00311021,4.87,1,06/15/2026
04/29/2026,TAEE11,TAESA,UNT,DIVIDENDO,0.15348615,14.03,1,05/27/2026
04/29/2026,TAEE11,TAESA,UNT,DIVIDENDO,0.75537414,14.03,1,05/27/2026
04/29/2026,CBAV3,CBA,ON,DIVIDENDO,0.04415329,10.58,1,12/31/2026
04/29/2026,CPLE3,COPEL,ON,JRS CAP PRÓPRIO,0.23770345,15.77,1,09/30/2026
04/28/2026,BEEF3,MINERVA,ON,DIVIDENDO,0.03114733,3.96,1,05/13/2026
04/28/2026,CASN3,CASAN,ON,DIVIDENDO,0.00295213,8.38,1,12/17/2026
04/28/2026,CASN4,CASAN,PN,DIVIDENDO,0.00324734,,1,12/17/2026
04/28/2026,CSED3,CRUZEIRO EDU,ON,DIVIDENDO,0.21122363,5.58,1,06/30/2026
04/28/2026,EQMA3B,EQTLMARANHAO,ON,DIVIDENDO,0.82681917,32.10,1,12/31/9999
04/28/2026,EQMA5B,EQTLMARANHAO,PNA,DIVIDENDO,1.66749715,,1,12/31/9999
04/28/2026,EQMA6B,EQTLMARANHAO,PNB,DIVIDENDO,2.77916192,,1,12/31/9999
04/28/2026,PATI3,PANATLANTICA,ON,DIVIDENDO,0.43374521,33.00,1,12/31/2026
04/28/2026,PATI4,PANATLANTICA,PN,DIVIDENDO,1.86039282,37.00,1,12/31/2026
04/28/2026,RAIL3,RUMO S.A.,ON,DIVIDENDO,0.10840223,15.59,1,11/30/2026
04/28/2026,VSTE3,VESTE,ON,DIVIDENDO,0.05070330,3.45,1,05/29/2026
04/28/2026,WIZC3,WIZ CO,ON,DIVIDENDO,0.31263652,9.07,1,12/31/2026
04/27/2026,COGN3,COGNA ON,ON,DIVIDENDO,0.01429743,2.92,1,05/29/2026
04/27/2026,WHRL3,WHIRLPOOL,ON,DIVIDENDO,0.03870482,4.05,1,05/12/2026
04/27/2026,WHRL4,WHIRLPOOL,PN,DIVIDENDO,0.04257530,4.38,1,05/12/2026
04/27/2026,VIVT3,TELEF BRASIL,ON,JRS CAP PRÓPRIO,0.11421932,39.71,1,04/30/2027
04/24/2026,ALPK3,ESTAPAR,ON,DIVIDENDO,0.00766361,4.40,1,12/31/2026
04/24/2026,ANIM3,ANIMA,ON,DIVIDENDO,0.07778473,4.13,1,05/15/2026
04/24/2026,BAUH3,EXCELSIOR,ON,DIVIDENDO,0.98710000,,1,06/22/2026
04/24/2026,BAUH4,EXCELSIOR,PN,DIVIDENDO,1.08580000,94.99,1,06/22/2026
04/24/2026,HBOR3,HELBOR,ON,DIVIDENDO,0.00131386,2.29,1,05/29/2026
04/24/2026,HBTS3,HABITASUL,ON,DIVIDENDO,6.55989800,,1,12/31/2026
04/24/2026,HBTS5,HABITASUL,PNA,DIVIDENDO,7.21588800,35.50,1,12/31/2026
04/24/2026,HBTS6,HABITASUL,PNB,DIVIDENDO,259.96621900,,1,12/31/2026
04/24/2026,MGLU3,MAGAZ LUIZA,ON,DIVIDENDO,0.08130019,8.73,1,05/08/2026
04/24/2026,RANI3,IRANI,ON,DIVIDENDO,0.25910257,8.54,1,05/20/2026
04/24/2026,SBFG3,GRUPO SBF,ON,DIVIDENDO,0.54285112,12.14,1,12/31/2026
04/24/2026,POMO3,MARCOPOLO,ON,JRS CAP PRÓPRIO,0.08500000,6.25,1,05/08/2026
04/24/2026,POMO4,MARCOPOLO,PN,JRS CAP PRÓPRIO,0.08500000,6.69,1,05/08/2026
04/23/2026,GRND3,GRENDENE,ON,DIVIDENDO,0.00124864,4.68,1,05/13/2026
04/23/2026,MMAQ3,MINASMAQUINA,ON,DIVIDENDO,102.19590100,,1,12/31/9999
04/23/2026,MMAQ4,MINASMAQUINA,PN,DIVIDENDO,102.19590100,,1,12/31/9999
04/23/2026,STOC34,STONE CO,DRN,DIVIDENDO,1.18485236,72.35,1,05/13/2026
04/23/2026,GRND3,GRENDENE,ON,JRS CAP PRÓPRIO,0.00124864,4.68,1,05/13/2026
04/22/2026,ALOS3,ALLOS,ON,DIVIDENDO,0.29193756,32.86,1,05/05/2026
04/22/2026,MDIA3,M.DIASBRANCO,ON,DIVIDENDO,0.03000000,23.29,1,04/30/2026
04/22/2026,PETR3,PETROBRAS,ON,JRS CAP PRÓPRIO,0.01649003,52.70,1,05/20/2026
04/22/2026,PETR3,PETROBRAS,ON,JRS CAP PRÓPRIO,0.31311454,52.70,1,06/22/2026
04/22/2026,PETR4,PETROBRAS,PN,JRS CAP PRÓPRIO,0.31311454,47.67,1,05/20/2026
04/22/2026,PETR4,PETROBRAS,PN,JRS CAP PRÓPRIO,0.31311454,47.67,1,06/22/2026
04/22/2026,PETR3,PETROBRAS,ON,RENDIMENTO,0.01314955,52.70,1,05/20/2026
04/22/2026,PETR3,PETROBRAS,ON,RENDIMENTO,0.01314955,52.70,1,06/22/2026
04/22/2026,PETR4,PETROBRAS,PN,RENDIMENTO,0.01314955,47.67,1,05/20/2026
04/22/2026,PETR4,PETROBRAS,PN,RENDIMENTO,0.01314955,47.67,1,06/22/2026
04/20/2026,BRAV3,BRAVA,ON NM,DIVIDENDO,0.12360223,20.40,1,04/30/2026
04/20/2026,MILS3,MILLS,ON,DIVIDENDO,0.65959060,14.50,1,04/30/2026
04/20/2026,MOTV3,MOTIVA SA,ON,DIVIDENDO,0.06170433,17.45,1,04/30/2026
04/20/2026,CATA3,IND CATAGUAS,ON,JRS CAP PRÓPRIO,9.05060000,,1,05/14/2026
04/20/2026,CATA4,IND CATAGUAS,PN,JRS CAP PRÓPRIO,175.76890000,,1,05/14/2026
04/20/2026,PINE3,PINE,ON,JRS CAP PRÓPRIO,0.22304400,15.36,1,04/30/2026
04/20/2026,PINE4,PINE,PN,JRS CAP PRÓPRIO,0.22304400,15.80,1,04/30/2026
04/20/2026,SANB3,SANTANDER BR,ON,JRS CAP PRÓPRIO,0.25461945,15.71,1,05/07/2026
04/20/2026,SANB4,SANTANDER BR,PN,JRS CAP PRÓPRIO,0.28008139,15.90,1,05/07/2026
04/17/2026,CALI3,CONST A LIND,ON,DIVIDENDO,0.90384727,21.01,1,06/30/2026
04/17/2026,CALI3,CONST A LIND,ON,DIVIDENDO,0.90384727,21.01,1,06/30/2026
04/17/2026,ISAE3,ISA ENERGIA,ON,DIVIDENDO,0.14131100,34.38,1,04/29/2026
04/17/2026,ISAE4,ISA ENERGIA,PN,DIVIDENDO,0.14131100,31.03,1,04/29/2026
04/17/2026,PAGS34,PAGSEGURO,DRN,DIVIDENDO,0.26400974,11.19,1,06/08/2026
04/16/2026,ALUP3,ALUPAR,ON,DIVIDENDO,0.01000000,13.64,1,06/16/2026
04/16/2026,ALUP4,ALUPAR,PN,DIVIDENDO,0.01000000,11.25,1,06/16/2026
04/16/2026,CMIN3,CSN MINERACA,ON,DIVIDENDO,0.14149298,4.96,1,12/31/2026
04/16/2026,OFSA3,OUROFINO S/A,ON,DIVIDENDO,0.18758314,30.70,1,04/30/2026
04/16/2026,OFSA3,OUROFINO S/A,ON,DIVIDENDO,0.17245681,30.70,1,04/30/2026
04/16/2026,ALUP11,ALUPAR,UNT,DIVIDENDO,0.03000000,36.39,1,06/16/2026
04/14/2026,IGTI3,IGUATEMI S.A,ON,DIVIDENDO,0.02414267,3.40,1,04/29/2026
04/14/2026,IGTI4,IGUATEMI S.A,PN,DIVIDENDO,0.07242800,13.16,1,04/29/2026
04/14/2026,OPCT3,OCEANPACT,ON,DIVIDENDO,0.09719155,10.60,1,04/27/2026
04/14/2026,IGTI11,IGUATEMI S.A,UNT,DIVIDENDO,0.16899866,29.50,1,04/29/2026
04/14/2026,MNPR3,MINUPAR,ON,DIVIDENDO,0.12994324,4.45,1,06/12/2026
04/14/2026,BGIP3,BANESE,ON,JRS CAP PRÓPRIO,0.88395292,58.95,1,04/28/2026
04/14/2026,BGIP4,BANESE,PN,JRS CAP PRÓPRIO,0.97234821,39.75,1,04/28/2026
04/10/2026,EKTR3,ELEKTRO,ON,DIVIDENDO,0.95895298,51.51,1,12/31/2026
04/10/2026,EKTR4,ELEKTRO,PN,DIVIDENDO,1.05484827,38.80,1,12/31/2026
04/10/2026,SANB99,SANTANDER BR,UNT,JRS CAP PRÓPRIO,0.53470084,15.88,1,05/07/2026
04/09/2026,AFLT3,AFLUENTE T,ON,DIVIDENDO,0.23543632,7.23,1,12/31/2026
04/06/2026,IRBR3,IRBBRASIL RE,ON,DIVIDENDO,0.61921530,55.24,1,04/17/2026
04/06/2026,SEER3,SER EDUCA,ON,DIVIDENDO,0.23879716,13.52,1,05/29/2026
04/06/2026,SEER3,SER EDUCA,ON,DIVIDENDO,0.23879716,13.52,1,04/30/2026
04/06/2026,BBDC3,BRADESCO,ON,JRS CAP PRÓPRIO,0.27030774,16.81,1,10/30/2026
04/06/2026,BBDC4,BRADESCO,PN,JRS CAP PRÓPRIO,0.29733852,19.33,1,10/30/2026
04/06/2026,RADL3,RAIADROGASIL,ON,JRS CAP PRÓPRIO,0.08601480,21.86,1,12/01/2026
04/06/2026,RIAA3,RIACHUELO,ON,JRS CAP PRÓPRIO,0.09964281,10.14,1,12/31/9999
04/06/2026,IRBR3,IRBBRASIL RE,ON,RENDIMENTO,0.02431135,55.24,1,04/17/2026
04/02/2026,ISAE3,ISA ENERGIA,ON,DIVIDENDO,0.14131100,34.30,1,04/29/2026
04/02/2026,ISAE4,ISA ENERGIA,PN,DIVIDENDO,0.14131100,28.83,1,04/29/2026
04/02/2026,CSUD3,CSU DIGITAL,ON,JRS CAP PRÓPRIO,0.17170609,17.97,1,04/15/2026
04/01/2026,BBDC3,BRADESCO,ON,JRS CAP PRÓPRIO,0.01724983,16.97,1,05/04/2026
04/01/2026,BBDC4,BRADESCO,PN,JRS CAP PRÓPRIO,0.01897481,19.43,1,05/04/2026
04/01/2026,BEES3,BANESTES,ON,JRS CAP PRÓPRIO,0.02877664,8.77,1,05/04/2026
04/01/2026,BEES4,BANESTES,PN,JRS CAP PRÓPRIO,0.02877664,8.84,1,05/04/2026
03/31/2026,PSSA3,PORTO SEGURO,ON,DIVIDENDO,0.88604865,50.51,1,11/30/2026
03/31/2026,B3SA3,B3,ON,JRS CAP PRÓPRIO,0.07433973,18.40,1,04/13/2026
03/31/2026,HYPE3,HYPERA,ON,JRS CAP PRÓPRIO,0.26304000,23.28,1,12/31/2027
03/31/2026,ITUB3,ITAUUNIBANCO,ON,JRS CAP PRÓPRIO,0.01818200,42.82,1,05/04/2026
03/31/2026,ITUB4,ITAUUNIBANCO,PN,JRS CAP PRÓPRIO,0.01818200,43.48,1,05/04/2026
03/30/2026,ETER3,ETERNIT,ON,DIVIDENDO,0.08535844,4.22,1,06/22/2026
03/30/2026,ETER3,ETERNIT,ON,DIVIDENDO,0.08535844,4.22,1,09/18/2026
03/30/2026,JHSF3,JHSF PART,ON,DIVIDENDO,0.06869794,8.66,1,04/09/2026
03/30/2026,MULT3,MULTIPLAN,ON,JRS CAP PRÓPRIO,0.28547668,30.66,1,03/31/2027
03/30/2026,PSSA3,PORTO SEGURO,ON,JRS CAP PRÓPRIO,0.54231784,49.44,1,12/31/2027
03/27/2026,RENT3,LOCALIZA,ON,DIVIDENDO,0.52211867,45.15,1,05/22/2026
03/27/2026,RENT4,LOCALIZA,PN,DIVIDENDO,0.52211867,45.15,1,05/22/2026
03/27/2026,ALOS3,ALLOS,ON,JRS CAP PRÓPRIO,0.29247977,29.20,1,04/09/2026
03/27/2026,TFCO4,TRACK FIELD,PN,JRS CAP PRÓPRIO,0.08450148,15.77,1,05/31/2027
03/26/2026,BEES3,BANESTES,ON,JRS CAP PRÓPRIO,0.07448004,8.64,1,04/13/2026
03/26/2026,BEES4,BANESTES,PN,JRS CAP PRÓPRIO,0.07448004,8.76,1,04/13/2026
03/26/2026,PNVL3,DIMED,ON,JRS CAP PRÓPRIO,0.03354907,14.51,1,03/31/2027
03/26/2026,PNVL3,DIMED,ON,JRS CAP PRÓPRIO,0.02683926,14.51,1,04/30/2027
03/26/2026,PNVL3,DIMED,ON,JRS CAP PRÓPRIO,0.02683926,14.51,1,05/31/2027
03/26/2026,RDOR3,REDE D OR,ON,JRS CAP PRÓPRIO,0.15914793,38.38,1,04/07/2026
03/26/2026,SHUL3,SCHULZ,ON,JRS CAP PRÓPRIO,0.07030284,,1,08/14/2026
03/26/2026,SHUL4,SCHULZ,PN,JRS CAP PRÓPRIO,0.07733312,5.28,1,08/14/2026
03/26/2026,VBBR3,VIBRA,ON,JRS CAP PRÓPRIO,0.32999456,31.44,1,09/15/2027
03/25/2026,CLSC4,CELESC,PN,JRS CAP PRÓPRIO,1.04436251,146.26,1,06/30/2027
03/25/2026,CLSC4,CELESC,PN,JRS CAP PRÓPRIO,1.04436251,146.26,1,12/30/2027
03/25/2026,TOTS3,TOTVS,ON,JRS CAP PRÓPRIO,0.18000000,35.19,1,04/10/2026
03/25/2026,VIVT3,TELEF BRASIL,ON,JRS CAP PRÓPRIO,0.06258593,41.32,1,04/30/2027
03/24/2026,CMIG3,CEMIG,ON,JRS CAP PRÓPRIO,0.11500003,16.32,1,06/30/2027
03/24/2026,CMIG3,CEMIG,ON,JRS CAP PRÓPRIO,0.11500003,16.32,1,12/30/2027
03/24/2026,CMIG4,CEMIG,PN,JRS CAP PRÓPRIO,0.11500003,12.34,1,06/30/2027
03/24/2026,CMIG4,CEMIG,PN,JRS CAP PRÓPRIO,0.11500003,12.34,1,12/30/2027
03/24/2026,LREN3,LOJAS RENNER,ON,JRS CAP PRÓPRIO,0.22269800,15.68,1,04/14/2026
03/23/2026,A2FY34,AFYA LTD,DRN,DIVIDENDO,1.63613813,39.59,1,04/10/2026
03/23/2026,MDIA3,M.DIASBRANCO,ON,DIVIDENDO,0.03000000,22.12,1,03/31/2026
03/23/2026,BLAU3,BLAU,ON,JRS CAP PRÓPRIO,0.07576251,10.08,1,04/02/2026
03/23/2026,BNBR3,NORD BRASIL,ON,JRS CAP PRÓPRIO,4.10245904,123.00,1,03/30/2026
03/23/2026,CSMG3,COPASA,ON,JRS CAP PRÓPRIO,0.46838596,55.06,1,05/11/2026
03/23/2026,SMFT3,SMART FIT,ON,JRS CAP PRÓPRIO,0.06512392,19.04,1,04/30/2026
03/23/2026,TIMS3,TIM,ON,JRS CAP PRÓPRIO,0.16327089,26.92,1,04/22/2026
03/23/2026,BNBR3,NORD BRASIL,ON,RENDIMENTO,0.13767783,123.00,1,03/30/2026
03/20/2026,WEGE3,WEG,ON,JRS CAP PRÓPRIO,0.10012121,45.96,1,03/10/2027
03/19/2026,ITSA3,ITAUSA,ON,JRS CAP PRÓPRIO,0.11600000,13.40,1,08/31/2026
03/19/2026,ITSA4,ITAUSA,PN,JRS CAP PRÓPRIO,0.11600000,13.42,1,08/31/2026
03/19/2026,ITUB3,ITAUUNIBANCO,ON,JRS CAP PRÓPRIO,0.34888000,41.48,1,08/31/2026
03/19/2026,ITUB4,ITAUUNIBANCO,PN,JRS CAP PRÓPRIO,0.34888000,42.58,1,08/31/2026
03/19/2026,SBSP3,SABESP,ON,JRS CAP PRÓPRIO,0.83342454,152.82,1,04/30/2026
03/18/2026,CAMB3,CAMBUCI,ON,JRS CAP PRÓPRIO,0.14266956,9.82,1,03/31/2026
03/17/2026,ENMT3,ENERGISA MT,ON,DIVIDENDO,0.76218272,50.56,1,04/10/2026
03/17/2026,ENMT4,ENERGISA MT,PN,DIVIDENDO,0.76218272,52.00,1,04/10/2026
03/17/2026,REDE3,REDE ENERGIA,ON,DIVIDENDO,0.10000000,6.90,1,04/13/2026
03/13/2026,GPAR3,CELGPAR,ON,DIVIDENDO,1.51589715,14.05,1,03/25/2026
03/13/2026,BRSR3,BANRISUL,ON,JRS CAP PRÓPRIO,0.22006263,18.98,1,03/26/2026
03/13/2026,BRSR5,BANRISUL,PNA,JRS CAP PRÓPRIO,0.22006263,18.79,1,03/26/2026
03/13/2026,BRSR6,BANRISUL,PNB,JRS CAP PRÓPRIO,0.22006263,16.92,1,03/26/2026
03/12/2026,ISAE3,ISA ENERGIA,ON,DIVIDENDO,0.14131100,32.70,1,04/29/2026
03/12/2026,ISAE4,ISA ENERGIA,PN,DIVIDENDO,0.14131100,27.76,1,04/29/2026
03/12/2026,MTRE3,MITRE REALTY,ON,DIVIDENDO,0.02836214,3.75,1,03/26/2026
03/11/2026,AURA33,AURA 360,DR3,DIVIDENDO,1.14296218,144.63,1,03/26/2026
03/10/2026,GGBR3,GERDAU,ON,DIVIDENDO,0.10000000,16.35,1,03/18/2026
03/10/2026,GGBR4,GERDAU,PN,DIVIDENDO,0.10000000,18.85,1,03/18/2026
03/10/2026,GOAU3,GERDAU MET,ON,DIVIDENDO,0.05000000,8.40,1,03/19/2026
03/10/2026,GOAU4,GERDAU MET,PN,DIVIDENDO,0.05000000,8.57,1,03/19/2026
03/10/2026,CEEB3,COELBA,ON,JRS CAP PRÓPRIO,0.49973754,47.00,1,12/31/2026
03/10/2026,CEEB5,COELBA,PNA,JRS CAP PRÓPRIO,0.49973754,38.00,1,12/31/2026
03/10/2026,CEEB6,COELBA,PNB,JRS CAP PRÓPRIO,0.54971130,,1,12/31/2026
03/10/2026,EKTR3,ELEKTRO,ON,JRS CAP PRÓPRIO,0.14863168,50.40,1,12/31/2026
03/10/2026,EKTR4,ELEKTRO,PN,JRS CAP PRÓPRIO,0.16349485,39.73,1,12/31/2026
03/06/2026,BMEB3,MERCANTIL,ON,DIVIDENDO,0.04638986,72.40,1,03/18/2026
03/06/2026,BMEB4,MERCANTIL,PN,DIVIDENDO,0.05102774,77.96,1,03/18/2026
03/06/2026,BMIN3,MERC INVEST,ON,DIVIDENDO,0.51168900,22.00,1,03/18/2026
03/06/2026,BMIN4,MERC INVEST,PN,DIVIDENDO,1.40000000,25.55,1,03/18/2026
03/06/2026,CSMG3,COPASA,ON,DIVIDENDO,0.00181493,52.17,1,12/31/9999
03/05/2026,RANI3,IRANI,ON,DIVIDENDO,0.04157545,9.92,1,03/20/2026
03/02/2026,BBAS12,BRASIL,ON SJ,JRS CAP PRÓPRIO,0.07014190,,1,03/11/2026
03/02/2026,BBAS12,BRASIL,ON SJ,JRS CAP PRÓPRIO,0.07014190,,1,03/11/2026
03/02/2026,BBAS3,BRASIL,ON,JRS CAP PRÓPRIO,0.07014190,26.95,1,03/11/2026
03/02/2026,BBDC3,BRADESCO,ON,JRS CAP PRÓPRIO,0.01724983,18.29,1,04/01/2026
03/02/2026,BBDC4,BRADESCO,PN,JRS CAP PRÓPRIO,0.01897481,21.23,1,04/01/2026
03/02/2026,BEES3,BANESTES,ON,JRS CAP PRÓPRIO,0.02877664,8.80,1,04/01/2026
03/02/2026,BEES4,BANESTES,PN,JRS CAP PRÓPRIO,0.02877664,8.89,1,04/01/2026
02/27/2026,CAML3,CAMIL,ON,DIVIDENDO,0.07329847,6.88,1,03/09/2026
02/27/2026,ITSA3,ITAUSA,ON,JRS CAP PRÓPRIO,0.02424250,14.32,1,04/01/2026
02/27/2026,ITSA4,ITAUSA,PN,JRS CAP PRÓPRIO,0.02424250,14.27,1,04/01/2026
